Frame,LandmarkID,X,Y
4,28,0.3022046685218811,0.6092151999473572
4,29,0.18309564888477325,0.5994582176208496
4,30,0.299311101436615,0.6238428950309753
4,31,0.17370012402534485,0.5991075038909912
4,32,0.3143572211265564,0.6281221508979797
5,0,0.26801759004592896,0.3409053683280945
5,1,0.2657966911792755,0.3353568911552429
5,2,0.26426276564598083,0.33529043197631836
5,3,0.26272016763687134,0.3355892598628998
5,4,0.2699463963508606,0.3348258435726166
5,5,0.27115169167518616,0.3363563120365143
5,6,0.27225261926651,0.3356751501560211
5,7,0.259339302778244,0.3396313190460205
5,8,0.27138739824295044,0.3402716815471649
5,9,0.26468849182128906,0.34677934646606445
5,10,0.2690899968147278,0.34777477383613586
5,11,0.23921909928321838,0.37356820702552795
5,12,0.28017762303352356,0.38156402111053467
5,13,0.21269750595092773,0.4200748801231384
5,14,0.29392802715301514,0.4264959692955017
5,15,0.22316591441631317,0.4384849965572357
5,16,0.3260490298271179,0.43449699878692627
5,17,0.22109422087669373,0.44382214546203613
5,18,0.33816421031951904,0.43475228548049927
5,19,0.22425882518291473,0.4435920715332031
5,20,0.3387003540992737,0.42727553844451904
5,21,0.22560898959636688,0.4419024884700775
5,22,0.3346928656101227,0.42690661549568176
5,23,0.23623275756835938,0.4790037274360657
5,24,0.25695300102233887,0.4827002286911011
5,25,0.20784983038902283,0.5364747643470764
5,26,0.2920498251914978,0.5226787328720093
5,27,0.18179479241371155,0.584514319896698
5,28,0.30295243859291077,0.6099648475646973
5,29,0.17945237457752228,0.5939342975616455
5,30,0.2993404269218445,0.6248104572296143
5,31,0.17263630032539368,0.5980027318000793
5,32,0.3155209422111511,0.6287811994552612
6,0,0.2773318588733673,0.3519062399864197
6,1,0.2784949839115143,0.3459833860397339
6,2,0.2790156602859497,0.34602463245391846
6,3,0.2795489430427551,0.3459731340408325
6,4,0.2759886682033539,0.34372690320014954
6,5,0.2748264968395233,0.3427015244960785
6,6,0.2735222280025482,0.3413260281085968
6,7,0.2778931260108948,0.34577199816703796
6,8,0.26857268810272217,0.3408299386501312
6,9,0.2763592302799225,0.35676905512809753
6,10,0.27360185980796814,0.3550926148891449
6,11,0.28407996892929077,0.38121894001960754
6,12,0.26618486642837524,0.374830424785614
6,13,0.2976749539375305,0.42120060324668884
6,14,0.22686424851417542,0.41160228848457336
6,15,0.32791993021965027,0.4381052255630493
6,16,0.22202208638191223,0.4307176470756531
6,17,0.3397881090641022,0.43826574087142944
6,18,0.2186182290315628,0.4349644184112549
6,19,0.34132054448127747,0.43488794565200806
6,20,0.22280898690223694,0.43275177478790283
6,21,0.3370110094547272,0.4352947771549225
6,22,0.22516195476055145,0.43145057559013367
6,23,0.2601255178451538,0.4798939526081085
6,24,0.24182088673114777,0.47711360454559326
6,25,0.2950364053249359,0.531424880027771
6,26,0.21146798133850098,0.5397934317588806
6,27,0.30061084032058716,0.6056448817253113
6,28,0.18358531594276428,0.5864592790603638
6,29,0.29539555311203003,0.6190134882926941
6,30,0.18097594380378723,0.5948767066001892
6,31,0.3166380226612091,0.628782331943512
6,32,0.1741105616092682,0.6030354499816895
7,0,0.28643545508384705,0.3552825450897217
7,1,0.2868461012840271,0.3504238426685333
7,2,0.2870491147041321,0.35043278336524963
7,3,0.28732576966285706,0.34772196412086487
7,4,0.28505122661590576,0.3486810326576233
7,5,0.2825140357017517,0.34656158089637756
7,6,0.2813270688056946,0.34554338455200195
7,7,0.28363752365112305,0.3473879098892212
7,8,0.2749703824520111,0.3431268334388733
7,9,0.2847132384777069,0.3627232313156128
7,10,0.2820364534854889,0.36071404814720154
7,11,0.2892618775367737,0.38837844133377075
7,12,0.25677576661109924,0.37333911657333374
7,13,0.3056734800338745,0.4308761954307556
7,14,0.2278483361005783,0.40741029381752014
7,15,0.33453890681266785,0.4392595887184143
7,16,0.22040176391601562,0.42863091826438904
7,17,0.34481102228164673,0.4386694133281708
7,18,0.2144472897052765,0.4337719678878784
7,19,0.34615641832351685,0.43496713042259216
7,20,0.21907921135425568,0.4322936236858368
7,21,0.3424413502216339,0.43523380160331726
7,22,0.2231961190700531,0.43114399909973145
7,23,0.2646782696247101,0.4830192029476166
7,24,0.24245485663414001,0.48085817694664
7,25,0.3010229766368866,0.5243398547172546
7,26,0.21110984683036804,0.5464402437210083
7,27,0.3081269860267639,0.604927659034729
7,28,0.18228158354759216,0.582287073135376
7,29,0.302895724773407,0.6174391508102417
7,30,0.17929521203041077,0.5891782641410828
7,31,0.3201301395893097,0.6310632824897766
7,32,0.17265425622463226,0.598232626914978
8,0,0.2902382016181946,0.35643354058265686
8,1,0.29016533493995667,0.3515591621398926
8,2,0.2907823622226715,0.3497943580150604
8,3,0.29113632440567017,0.3492206931114197
8,4,0.2889424264431,0.35093924403190613
8,5,0.28708893060684204,0.35000529885292053
8,6,0.2862989008426666,0.34996119141578674
8,7,0.2885752320289612,0.350607693195343
8,8,0.28125259280204773,0.35100477933883667
8,9,0.2891194224357605,0.3642781972885132
8,10,0.28706079721450806,0.363311231136322
8,11,0.29496461153030396,0.396673321723938
8,12,0.2565646171569824,0.3758677542209625
8,13,0.3109106421470642,0.4385485053062439
8,14,0.2312401533126831,0.4013865292072296
8,15,0.3388681709766388,0.4463467001914978
8,16,0.21991762518882751,0.4275820851325989
8,17,0.3490902781486511,0.4472486674785614
8,18,0.21256978809833527,0.4332224130630493
8,19,0.35038501024246216,0.442524254322052
8,20,0.21722769737243652,0.43361103534698486
8,21,0.3464372754096985,0.44174057245254517
8,22,0.22127282619476318,0.4325310289859772
8,23,0.2663723826408386,0.4876560568809509
8,24,0.24671372771263123,0.4870252311229706
8,25,0.3056296408176422,0.5237176418304443
8,26,0.2174205332994461,0.5467040538787842
8,27,0.29827243089675903,0.6006804704666138
8,28,0.18430383503437042,0.5799979567527771
8,29,0.2938055396080017,0.6094204187393188
8,30,0.1864732801914215,0.5836356282234192
8,31,0.3126782774925232,0.6269571781158447
8,32,0.17317107319831848,0.5980120897293091
9,0,0.29462987184524536,0.3604986369609833
9,1,0.29295870661735535,0.3529101312160492
9,2,0.29121607542037964,0.3514288067817688
9,3,0.29007238149642944,0.350796103477478
9,4,0.29510998725891113,0.35431116819381714
9,5,0.29574400186538696,0.354856938123703
9,6,0.2959912419319153,0.3554161787033081
9,7,0.2843877673149109,0.3524552881717682
9,8,0.29137441515922546,0.3561626076698303
9,9,0.29148203134536743,0.3660118579864502
9,10,0.2933192253112793,0.3667600750923157
9,11,0.26470306515693665,0.3894954323768616
9,12,0.29230940341949463,0.39571359753608704
9,13,0.24123135209083557,0.40608465671539307
9,14,0.3070071041584015,0.4412326514720917
9,15,0.22601549327373505,0.43444526195526123
9,16,0.33314934372901917,0.447219580411911
9,17,0.22046604752540588,0.4427327513694763
9,18,0.33830446004867554,0.4498724341392517
9,19,0.22319312393665314,0.4409836232662201
9,20,0.33967000246047974,0.44371724128723145
9,21,0.22616326808929443,0.4408409893512726
9,22,0.3383570611476898,0.4431474804878235
9,23,0.25527000427246094,0.4858625531196594
9,24,0.2614668905735016,0.4919789731502533
9,25,0.22198224067687988,0.5427770018577576
9,26,0.3034176528453827,0.5272290110588074
9,27,0.18572808802127838,0.5884272456169128
9,28,0.31351202726364136,0.6020498871803284
9,29,0.1802050620317459,0.5939651131629944
9,30,0.3118358850479126,0.6161059737205505
9,31,0.18016819655895233,0.6049414873123169
9,32,0.3212006688117981,0.6072275042533875
10,0,0.3006633520126343,0.37114202976226807
10,1,0.3008769154548645,0.36403000354766846
10,2,0.30114907026290894,0.3636512756347656
10,3,0.30147576332092285,0.36330169439315796
10,4,0.29936483502388,0.36386844515800476
10,5,0.298473984003067,0.3635324239730835
10,6,0.29754287004470825,0.36316561698913574
10,7,0.2987910211086273,0.3629571199417114
10,8,0.2927616238594055,0.3624652922153473
10,9,0.29965707659721375,0.3752925992012024
10,10,0.2977454662322998,0.37506303191185
10,11,0.30126243829727173,0.4031413197517395
10,12,0.27096888422966003,0.38718050718307495
10,13,0.3170497417449951,0.43777674436569214
10,14,0.24497409164905548,0.4091225564479828
10,15,0.3442440330982208,0.452135294675827
10,16,0.22808058559894562,0.43329039216041565
10,17,0.3544827103614807,0.4550914764404297
10,18,0.22141651809215546,0.4454873502254486
10,19,0.35541045665740967,0.4522503614425659
10,20,0.22500595450401306,0.43850958347320557
10,21,0.3513198494911194,0.4509736895561218
10,22,0.22798094153404236,0.43776923418045044
10,23,0.27206113934516907,0.4917701780796051
10,24,0.2572462260723114,0.4914592206478119
10,25,0.3079511523246765,0.5411726236343384
10,26,0.22606877982616425,0.5401663780212402
10,27,0.32734936475753784,0.603744387626648
10,28,0.18890850245952606,0.5847362279891968
10,29,0.324186772108078,0.6156162023544312
10,30,0.1845415234565735,0.5903809666633606
10,31,0.339168518781662,0.619933545589447
10,32,0.1778375655412674,0.5996192693710327
11,0,0.3121727705001831,0.3843918740749359
11,1,0.3121849298477173,0.37635061144828796
11,2,0.3124259114265442,0.37616556882858276
11,3,0.3126702904701233,0.3759322762489319
11,4,0.3105483949184418,0.37507766485214233
11,5,0.3097786009311676,0.3742646872997284
11,6,0.30898845195770264,0.37346866726875305
11,7,0.3090553283691406,0.37439343333244324
11,8,0.30390727519989014,0.37214118242263794
11,9,0.3106589615345001,0.38813498616218567
11,10,0.3084537386894226,0.3869403302669525
11,11,0.3109815716743469,0.41616928577423096
11,12,0.273510605096817,0.3921946585178375
11,13,0.33098652958869934,0.4533611834049225
11,14,0.2444002628326416,0.4081985354423523
11,15,0.3587222099304199,0.46324488520622253
11,16,0.22520732879638672,0.43148040771484375
11,17,0.36865437030792236,0.46628060936927795
11,18,0.21681669354438782,0.4418821632862091
11,19,0.3705132305622101,0.46238580346107483
11,20,0.2196047604084015,0.4358806908130646
11,21,0.3668321669101715,0.4605470895767212
11,22,0.2227654755115509,0.4351482689380646
11,23,0.2777254283428192,0.49577048420906067
11,24,0.25922730565071106,0.4911241829395294
11,25,0.31534886360168457,0.5397080183029175
11,26,0.22376343607902527,0.5411179661750793
11,27,0.34255021810531616,0.6083012819290161
11,28,0.18431314826011658,0.581391453742981
11,29,0.3412474989891052,0.6229734420776367
11,30,0.1796806901693344,0.5866284966468811
11,31,0.35816285014152527,0.6211465001106262
11,32,0.1748870462179184,0.5976600646972656
12,0,0.31689566373825073,0.3967329263687134
12,1,0.31750527024269104,0.3895397186279297
12,2,0.3182649314403534,0.3894402086734772
12,3,0.3190346956253052,0.3893929421901703
12,4,0.3144189417362213,0.388974666595459
12,5,0.3130245804786682,0.38849571347236633
12,6,0.31163090467453003,0.38804855942726135
12,7,0.31691259145736694,0.3889594078063965
12,8,0.30661454796791077,0.386318176984787
12,9,0.31638142466545105,0.4028565585613251
12,10,0.3128190338611603,0.40213721990585327
12,11,0.31827542185783386,0.43312546610832214
12,12,0.27857035398483276,0.40658214688301086
12,13,0.34392404556274414,0.46339112520217896
12,14,0.24714019894599915,0.41296225786209106
12,15,0.3759925365447998,0.47460025548934937
12,16,0.22570648789405823,0.43085771799087524
12,17,0.38563165068626404,0.47722217440605164
12,18,0.2164735347032547,0.4390164613723755
12,19,0.38656824827194214,0.47445499897003174
12,20,0.21730370819568634,0.43494123220443726
12,21,0.3824210464954376,0.47250765562057495
12,22,0.22090379893779755,0.43462562561035156
12,23,0.28535354137420654,0.5004422664642334
12,24,0.2617610692977905,0.4917184114456177
12,25,0.32267284393310547,0.5484760999679565
12,26,0.22504214942455292,0.5411593914031982
12,27,0.3512607514858246,0.6178658604621887
12,28,0.18471305072307587,0.5771505236625671
12,29,0.35025516152381897,0.6292613744735718
12,30,0.18034890294075012,0.5790411829948425
12,31,0.3645312190055847,0.6320503354072571
12,32,0.1740035116672516,0.5978395938873291
13,0,0.3194119930267334,0.41610339283943176
13,1,0.32220426201820374,0.40772807598114014
13,2,0.3239632546901703,0.4077945649623871
13,3,0.3257160782814026,0.40790578722953796
13,4,0.31687313318252563,0.4069271981716156
13,5,0.31494027376174927,0.4064567983150482
13,6,0.31302493810653687,0.4060257077217102
13,7,0.3267105221748352,0.4077770709991455
13,8,0.30854979157447815,0.404899924993515
13,9,0.3209976851940155,0.4234856367111206
13,10,0.3147808313369751,0.42214110493659973
13,11,0.3312704861164093,0.44209200143814087
13,12,0.2851077914237976,0.4269944429397583
13,13,0.3638802766799927,0.47016486525535583
13,14,0.24761617183685303,0.4314173758029938
13,15,0.3973083794116974,0.4934884011745453
13,16,0.22804959118366241,0.43123888969421387
13,17,0.4093131124973297,0.49565809965133667
13,18,0.21873602271080017,0.43759870529174805
13,19,0.41021308302879333,0.49583351612091064
13,20,0.2186339795589447,0.43409568071365356
13,21,0.4055241644382477,0.4955917298793793
13,22,0.222039133310318,0.433815598487854
13,23,0.2995944619178772,0.5041800141334534
13,24,0.26947447657585144,0.4976192116737366
13,25,0.33093899488449097,0.546939492225647
13,26,0.22706730663776398,0.5455425977706909
13,27,0.35479217767715454,0.618466854095459
13,28,0.18434952199459076,0.573357105255127
13,29,0.35300201177597046,0.6318236589431763
13,30,0.17881107330322266,0.573089599609375
13,31,0.3671819269657135,0.6371513605117798
13,32,0.17508265376091003,0.596638560295105
14,0,0.31841975450515747,0.4221841096878052
14,1,0.321491539478302,0.41279590129852295
14,2,0.32339709997177124,0.41256535053253174
14,3,0.3252853751182556,0.4123891592025757
14,4,0.3157936930656433,0.4123785197734833
14,5,0.3137546479701996,0.4119079113006592
14,6,0.3117371201515198,0.41146692633628845
14,7,0.3268633186817169,0.40925681591033936
14,8,0.30732378363609314,0.4074425995349884
14,9,0.3203582465648651,0.42747989296913147
14,10,0.3141586482524872,0.421059787273407
14,11,0.3328157663345337,0.4353426694869995
14,12,0.28469187021255493,0.4230790436267853
14,13,0.36458614468574524,0.46569570899009705
14,14,0.2493269145488739,0.42608314752578735
14,15,0.39537718892097473,0.49478641152381897
14,16,0.22902481257915497,0.43099284172058105
14,17,0.40575528144836426,0.49844101071357727
14,18,0.21977098286151886,0.43669191002845764
14,19,0.4075447916984558,0.4993238151073456
14,20,0.22102749347686768,0.43290722370147705
14,21,0.4037986397743225,0.49758702516555786
14,22,0.22465527057647705,0.43377354741096497
14,23,0.2997775971889496,0.4977620840072632
14,24,0.27066951990127563,0.49234122037887573
14,25,0.3297633230686188,0.5447207689285278
14,26,0.2280251681804657,0.5446000695228577
14,27,0.33713191747665405,0.6073973178863525
14,28,0.1858268678188324,0.5727096796035767
14,29,0.33545413613319397,0.6174260377883911
14,30,0.18082711100578308,0.5767204165458679
14,31,0.3522242307662964,0.6311686038970947
14,32,0.17458747327327728,0.5973538160324097
16,0,0.5862755179405212,0.36565396189689636
16,1,0.5873656272888184,0.35947027802467346
16,2,0.5879340767860413,0.3598361015319824
16,3,0.5884870886802673,0.3602537512779236
16,4,0.5881655216217041,0.35718870162963867
16,5,0.5891163945198059,0.35614532232284546
16,6,0.5900941491127014,0.35509005188941956
16,7,0.5971792936325073,0.3584796190261841
16,8,0.5962494015693665,0.3534567356109619
16,9,0.5896502733230591,0.37203434109687805
16,10,0.5906151533126831,0.37035125494003296
16,11,0.6126765608787537,0.39102280139923096
16,12,0.6077578067779541,0.37643954157829285
16,13,0.5986384749412537,0.42126086354255676
16,14,0.6017537713050842,0.38921457529067993
16,15,0.5835028290748596,0.42817017436027527
16,16,0.5876384377479553,0.41729608178138733
16,17,0.5759326815605164,0.4317843019962311
16,18,0.579232394695282,0.41754478216171265
16,19,0.573983371257782,0.4251287281513214
16,20,0.5772386193275452,0.41920006275177
16,21,0.5777857303619385,0.4246591031551361
16,22,0.5795363783836365,0.4189069867134094
16,23,0.6256376504898071,0.5074207782745361
16,24,0.6133264303207397,0.5022911429405212
16,25,0.6396746039390564,0.5998361110687256
16,26,0.5759410858154297,0.5655222535133362
16,27,0.6726765632629395,0.6634076833724976
16,28,0.5541490912437439,0.6504292488098145
16,29,0.6771907806396484,0.668631374835968
16,30,0.5565207004547119,0.6660149693489075
16,31,0.672041118144989,0.6915932297706604
16,32,0.527103066444397,0.6666702628135681
17,0,0.5862833261489868,0.3601321280002594
17,1,0.5874741077423096,0.3522464632987976
17,2,0.5879941582679749,0.352042555809021
17,3,0.5885142087936401,0.351894736289978
17,4,0.5882891416549683,0.35128867626190186
17,5,0.5892600417137146,0.35047388076782227
17,6,0.5902534127235413,0.3496686518192291
17,7,0.59663987159729,0.35050490498542786
17,8,0.5973454713821411,0.3469839096069336
17,9,0.5910425186157227,0.36776190996170044
17,10,0.5920061469078064,0.3682432472705841
17,11,0.6126765012741089,0.3769807517528534
17,12,0.6085110306739807,0.37726810574531555
17,13,0.5989885926246643,0.3907204866409302
17,14,0.608939528465271,0.4193224310874939
17,15,0.5819306373596191,0.37450024485588074
17,16,0.589785099029541,0.4271531403064728
17,17,0.5759691596031189,0.36958712339401245
17,18,0.5814107656478882,0.43230852484703064
17,19,0.5750832557678223,0.3659970462322235
17,20,0.5804532170295715,0.42926469445228577
17,21,0.5778566002845764,0.36865583062171936
17,22,0.5833559632301331,0.42770054936408997
17,23,0.6324750185012817,0.5038495063781738
17,24,0.6276769638061523,0.5017731785774231
17,25,0.6424049139022827,0.5992730259895325
17,26,0.584297776222229,0.5663192868232727
17,27,0.6748520135879517,0.6607099771499634
17,28,0.5613113045692444,0.653012216091156
17,29,0.6816672086715698,0.6667233109474182
17,30,0.5647006034851074,0.6677955985069275
17,31,0.6726030111312866,0.6915655136108398
17,32,0.5407506823539734,0.6666644215583801
18,0,0.5890289545059204,0.34327781200408936
18,1,0.5910014510154724,0.33432453870773315
18,2,0.5914508104324341,0.334031879901886
18,3,0.5919102430343628,0.33379271626472473
18,4,0.591941237449646,0.33412209153175354
18,5,0.5929690599441528,0.3337032198905945
18,6,0.5940163731575012,0.33328860998153687
18,7,0.5991690754890442,0.33420535922050476
18,8,0.6021710634231567,0.33240807056427
18,9,0.594813346862793,0.3510897159576416
18,10,0.5956416726112366,0.35238033533096313
18,11,0.6166021227836609,0.36809417605400085
18,12,0.6130815148353577,0.37205106019973755
18,13,0.6175298690795898,0.3999664783477783
18,14,0.6132684350013733,0.42169198393821716
18,15,0.6001065373420715,0.3764362633228302
18,16,0.5940750241279602,0.43267762660980225
18,17,0.5985855460166931,0.3940943777561188
18,18,0.5862274169921875,0.4366777241230011
18,19,0.5971137881278992,0.3906855583190918
18,20,0.5858250856399536,0.43294283747673035
18,21,0.5981796979904175,0.3909767270088196
18,22,0.5882248282432556,0.4318329691886902
18,23,0.6414857506752014,0.4950713813304901
18,24,0.6378441452980042,0.4951013922691345
18,25,0.6461070775985718,0.5971642136573792
18,26,0.5962956547737122,0.5626150965690613
18,27,0.6775819063186646,0.6566128134727478
18,28,0.5974360704421997,0.6579650640487671
18,29,0.6846548318862915,0.662404477596283
18,30,0.6031005382537842,0.6711322069168091
18,31,0.673914909362793,0.6913936138153076
18,32,0.5851038098335266,0.6892269849777222
19,0,0.5977163910865784,0.3442785441875458
19,1,0.5989776253700256,0.33481448888778687
19,2,0.5996102094650269,0.3351130783557892
19,3,0.6032699942588806,0.33724066615104675
19,4,0.6001392006874084,0.33332309126853943
19,5,0.6037232875823975,0.33593371510505676
19,6,0.6045671105384827,0.3354147672653198
19,7,0.6099278330802917,0.3384718596935272
19,8,0.612005352973938,0.3353700041770935
19,9,0.6020693778991699,0.3528904318809509
19,10,0.6036892533302307,0.35291844606399536
19,11,0.6255007982254028,0.37323978543281555
19,12,0.6210083961486816,0.3723970949649811
19,13,0.6194327473640442,0.40952935814857483
19,14,0.6145926117897034,0.4163302481174469
19,15,0.6005351543426514,0.410895973443985
19,16,0.5950311422348022,0.4331873655319214
19,17,0.5971940755844116,0.41753166913986206
19,18,0.5897829532623291,0.4366842806339264
19,19,0.5960578918457031,0.4137544333934784
19,20,0.5901995897293091,0.4334687888622284
19,21,0.5962272882461548,0.4013209044933319
19,22,0.5925744771957397,0.4323730766773224
19,23,0.6534808874130249,0.4970424771308899
19,24,0.6422206163406372,0.4955669939517975
19,25,0.6496870517730713,0.5965539813041687
19,26,0.6056634783744812,0.5619062781333923
19,27,0.6819416284561157,0.6497653722763062
19,28,0.6280055642127991,0.6451369524002075
19,29,0.690258264541626,0.6552337408065796
19,30,0.6351993680000305,0.6477340459823608
19,31,0.6761255860328674,0.6868327260017395
19,32,0.6226667165756226,0.6807993650436401
20,0,0.5988267064094543,0.34794092178344727
20,1,0.6006546020507812,0.33939695358276367
20,2,0.6011378765106201,0.33963853120803833
20,3,0.6022323966026306,0.34084075689315796
20,4,0.6012002825737,0.337804913520813
20,5,0.6043884754180908,0.3385959565639496
20,6,0.6051458120346069,0.33790457248687744
20,7,0.6108906865119934,0.34074899554252625
20,8,0.6123366355895996,0.33744102716445923
20,9,0.6029855012893677,0.3559202551841736
20,10,0.6036384701728821,0.35559260845184326
